FLIGHTID,P_AIRCRAFTTYPE,R_ACODE,S_DEPTIME,S_ARRTIME,P_DEPTIME,P_ARRTIME,R_DEPAP,R_DEPTIME,entry_timestamp,entry_lon,entry_lat,entry_height,entry_time_gap,Time_of_Entry,cluster_closed
CDG7611,B738,120.0,202508020720,202508020850,202508020720,202508020818,ZSYT,202508020712.0,2025-08-02 07:40:00,117.960889,38.616167,539.0,60.0,26.0,4.0
CDG7953,B738,124.0,202508022220,202508022340,202508022220,202508022318,ZSYT,202508022320.0,2025-08-02 23:49:00,117.980073,38.608438,539.0,61.0,29.0,4.0
CES5099,A332,5040.0,202508020700,202508020915,202508020700,202508020851,ZSSS,202508020728.0,2025-08-02 08:59:00,116.378,38.651833,509.0,60.0,20.0,3.0
CES5101,B77W,5042.0,202508020800,202508021010,202508020800,202508020947,ZSSS,202508020859.0,2025-08-02 10:22:00,116.382236,38.661236,540.0,60.0,22.0,3.0
CES5103,A332,6334.0,202508020900,202508021115,202508020900,202508021051,ZSSS,202508021014.0,2025-08-02 11:40:00,116.384157,38.670759,540.0,60.0,20.0,3.0
CES5105,A332,5072.0,202508021000,202508021215,202508021000,202508021152,ZSSS,202508021101.0,2025-08-02 12:27:00,116.384444,38.671944,540.0,60.0,21.0,3.0
CES5107,A332,5066.0,202508021100,202508021315,202508021100,202508021251,ZSSS,202508021140.0,2025-08-02 13:05:00,116.390463,38.692648,536.2,60.0,20.0,3.0
CES5109,A332,6321.0,202508021200,202508021415,202508021200,202508021351,ZSSS,202508021227.0,2025-08-02 13:53:00,116.399946,38.64198,539.0,62.0,24.0,0.0
CES5111,A359,6314.0,202508021300,202508021510,202508021300,202508021432,ZSSS,202508021315.0,2025-08-02 14:33:00,116.387222,38.653611,539.0,56.0,22.0,3.0
CES5113,A333,6343.0,202508021400,202508021615,202508021400,202508021552,ZSSS,202508021445.0,2025-08-02 16:09:00,116.392458,38.738764,539.0,60.0,19.0,3.0
CES5115,A332,5677.0,202508021500,202508021715,202508021500,202508021651,ZSSS,202508021516.0,2025-08-02 16:42:00,116.403181,38.736918,539.0,62.0,18.0,3.0
CES5117,B77W,5676.0,202508021600,202508021815,202508021600,202508021748,ZSSS,202508021619.0,2025-08-02 18:04:00,116.485833,38.700833,527.0,60.0,25.0,0.0
CES5123,A333,6332.0,202508022105,202508022320,202508022105,202508022257,ZSSS,202508022103.0,2025-08-02 22:28:00,116.444467,38.679367,539.0,61.0,30.0,0.0
CES5125,A332,6333.0,202508022000,202508022210,202508022000,202508022144,ZSSS,202508022012.0,2025-08-02 21:34:00,116.418611,38.6675,540.0,56.0,24.0,0.0
CES5127,A333,5671.0,202508022100,202508022315,202508022100,202508022253,ZSSS,202508022118.0,2025-08-02 22:44:00,116.378989,38.653106,539.0,61.0,22.0,3.0
CES5151,A21N,6322.0,202508020800,202508021025,202508020800,202508020952,ZSPD,202508020819.0,2025-08-02 09:53:00,116.39075,38.694153,539.0,60.0,19.0,3.0
CES5153,A320,5060.0,202508020935,202508021200,202508020935,202508021123,ZSSS,202508021048.0,2025-08-02 12:16:00,116.399722,38.727222,539.0,60.0,22.0,3.0
CES5155,A20N,6311.0,202508021030,202508021300,202508021030,202508021217,ZSPD,202508021228.0,2025-08-02 14:01:00,116.388264,38.687083,539.0,60.0,20.0,3.0
CES5159,C919,5665.0,202508021430,202508021645,202508021430,202508021622,ZSSS,202508021451.0,2025-08-02 16:17:00,116.402963,38.736667,539.0,60.0,20.0,3.0
CES5161,A321,5043.0,202508021530,202508021800,202508021530,202508021723,ZSPD,202508021637.0,2025-08-02 18:09:00,116.381657,38.661898,539.0,60.0,22.0,3.0
CES5165,A20N,6316.0,202508022135,202508022350,202508022135,202508022325,ZSPD,202508022219.0,2025-08-02 23:44:00,116.380676,38.647787,539.0,60.0,33.0,3.0
CFI019,C560,2374.0,202508020900,202508021000,202508021400,202508021455,ZBCZ,202508021453.0,2025-08-02 15:32:00,115.870833,38.721389,509.0,56.0,20.0,3.0
CHH408,A333,,202508021900,202508030510,202508021900,202508030434,EGPH,202508021900.0,2025-08-03 04:17:00,115.585556,40.429722,421.0,56.0,25.0,1.0
CHH430,B738,717.0,202508021450,202508021955,202508021450,202508021931,VTBS,202508021456.0,2025-08-02 19:06:00,115.818759,38.675593,509.0,60.0,23.0,3.0
CHH440,A333,,202508021255,202508021705,202508021255,202508021610,RJAA,202508021324.0,2025-08-02 16:07:00,117.980214,38.608839,539.0,61.0,28.0,4.0
CHH474,A333,,202508021320,202508021655,202508021320,202508021600,RJBB,202508021336.0,2025-08-02 15:45:00,117.946778,38.620315,539.0,60.0,27.0,4.0
CHH492,B789,,202508021920,202508030510,202508021920,202508030414,EBBR,202508021933.0,2025-08-03 04:20:00,116.346833,40.424556,360.0,60.0,20.0,2.0
CHH6355,A333,2320.0,202508020720,202508021055,202508020720,202508021025,ZWWW,202508020735.0,2025-08-02 10:26:00,116.465889,40.423125,360.0,60.0,19.0,2.0
CHH7080,B738,4540.0,202508021400,202508021815,202508021400,202508021752,ZJSY,202508021411.0,2025-08-02 17:24:00,115.883241,38.735667,539.0,60.0,21.0,3.0
CHH7081,B738,7460.0,202508021600,202508021945,202508021600,202508021940,ZJHK,202508021602.0,2025-08-02 19:02:00,115.846316,38.701097,509.0,61.0,22.0,3.0
CHH7104,B738,1250.0,202508022135,202508022300,202508022345,202508030056,ZYTL,202508022351.0,2025-08-03 00:24:00,117.941306,38.62175,539.0,60.0,30.0,4.0
CHH7106,B738,7355.0,202508022335,202508030125,202508022335,202508030046,ZYTL,202508022346.0,2025-08-03 00:20:00,117.951907,38.618222,539.0,60.0,30.0,4.0
CHH7112,B738,3527.0,202508022055,202508030045,202508022145,202508030115,ZPPP,202508022239.0,2025-08-03 01:43:00,116.390833,40.423889,360.0,60.0,20.0,2.0
CHH7136,B738,4563.0,202508021130,202508021355,202508021130,202508021345,ZGHA,202508021139.0,2025-08-02 13:22:00,115.867704,38.721083,539.0,60.0,21.0,3.0
CHH7138,B738,4043.0,202508020645,202508020900,202508020645,202508020845,ZLXY,202508020703.0,2025-08-02 08:41:00,116.466389,40.423056,360.0,60.0,20.0,2.0
CHH7144,B738,5132.0,202508021915,202508022200,202508021915,202508022122,ZSCN,202508021908.0,2025-08-02 20:44:00,116.481648,38.697574,539.0,60.0,24.0,0.0
CHH7146,B789,2310.0,202508021355,202508021800,202508021355,202508021652,ZWWW,202508021403.0,2025-08-02 17:12:00,116.975,40.682222,385.0,60.0,18.0,2.0
CHH7148,B738,1522.0,202508020830,202508021110,202508020830,202508021108,ZUTF,202508020840.0,2025-08-02 10:33:00,115.816944,38.673611,509.0,60.0,23.0,3.0
CHH7154,B738,2447.0,202508022130,202508030100,202508022330,202508030250,ZGNN,202508022335.0,2025-08-03 02:17:00,115.845935,38.701352,539.0,60.0,34.0,0.0
CHH7168,B738,5353.0,202508021215,202508021450,202508021215,202508021435,ZUCK,202508021221.0,2025-08-02 14:10:00,115.834194,38.688796,508.97,60.0,22.0,3.0
CHH7180,B738,4264.0,202508021500,202508021900,202508021500,202508021854,ZJSY,202508021459.0,2025-08-02 18:06:00,115.823921,38.679171,539.0,60.0,22.0,3.0
CHH7181,B789,7460.0,202508020800,202508021145,202508020800,202508021117,ZJHK,202508020814.0,2025-08-02 11:08:00,115.878611,38.731389,539.0,56.0,22.0,3.0
CHH7186,B738,337.0,202508021005,202508021230,202508021005,202508021216,ZHYC,202508021003.0,2025-08-02 11:33:00,115.886944,38.739157,509.0,60.0,20.0,3.0
CHH7188,B738,6254.0,202508021905,202508022105,202508021905,202508022059,ZHHH,202508021903.0,2025-08-02 20:24:00,115.885407,38.738037,509.0,60.0,21.0,3.0
CHH7190,B738,5374.0,202508021305,202508021555,202508021305,202508021553,ZUGY,202508021314.0,2025-08-02 15:25:00,115.879509,38.732361,539.0,60.0,24.0,3.0
CHH7192,B738,2705.0,202508021205,202508021515,202508021205,202508021438,ZSAM,202508021224.0,2025-08-02 14:32:00,116.393403,38.688042,509.0,60.0,20.0,3.0
CHH7196,B738,2710.0,202508021300,202508021555,202508021300,202508021531,ZSFZ,202508021323.0,2025-08-02 15:38:00,116.386995,38.679829,509.0,60.0,20.0,3.0
CHH7198,B38M,6202.0,202508021025,202508021240,202508021025,202508021223,ZLLL,202508021037.0,2025-08-02 12:08:00,115.584638,40.193219,359.02,56.0,21.0,1.0
CHH7212,B38M,3525.0,202508021215,202508021540,202508021215,202508021540,ZPPP,202508021228.0,2025-08-02 15:28:00,115.563296,39.9815,360.0,60.0,18.0,1.0
CHH7236,B738,4564.0,202508021530,202508021800,202508021530,202508021747,ZGHA,202508021554.0,2025-08-02 17:35:00,115.809667,38.665657,509.0,60.0,22.0,3.0
CHH7238,B738,4030.0,202508021430,202508021655,202508021430,202508021630,ZLXY,202508021435.0,2025-08-02 16:11:00,116.423889,40.423611,360.0,56.0,22.0,2.0
CHH7246,A333,2330.0,202508022000,202508022350,202508022030,202508022337,ZWWW,202508022208.0,2025-08-03 00:57:00,116.466526,40.423183,360.0,61.0,18.0,2.0
CHH7248,B738,7455.0,202508021230,202508021515,202508021230,202508021506,ZUTF,202508021248.0,2025-08-02 14:39:00,115.8225,38.681042,539.0,60.0,21.0,3.0
CHH7278,B789,3607.0,202508021130,202508021350,202508021130,202508021317,ZSHC,202508021316.0,2025-08-02 14:41:00,116.382623,38.664536,501.46,61.0,21.0,3.0
CHH7280,A20N,4271.0,202508021600,202508021955,202508021600,202508021947,ZJSY,202508021612.0,2025-08-02 19:24:00,115.887296,38.739639,508.0,60.0,19.0,3.0
CHH7281,A333,4505.0,202508021300,202508021640,202508021300,202508021630,ZJHK,202508021310.0,2025-08-02 16:04:00,115.83162,38.686611,509.0,60.0,21.0,3.0
CHH7290,B38M,1561.0,202508021950,202508022300,202508021950,202508022235,ZUGY,202508022019.0,2025-08-02 22:32:00,115.817157,38.671296,509.0,60.0,24.0,3.0
CHH7292,B738,145.0,202508022235,202508030135,202508022235,202508030058,ZSWZ,202508022255.0,2025-08-03 00:47:00,116.469194,38.69168,509.0,61.0,32.0,0.0
CHH7296,B738,753.0,202508022105,202508022340,202508022205,202508030038,ZSFZ,202508022155.0,2025-08-02 23:58:00,116.502926,38.706704,539.0,60.0,23.0,0.0
CHH7298,B738,6202.0,202508022025,202508022300,202508022230,202508030030,ZLLL,202508022237.0,2025-08-03 00:13:00,116.45174,40.423183,359.07,61.0,13.0,2.0
CHH730,B789,,202508021500,202508030210,202508021500,202508030114,EBBR,202508021551.0,2025-08-03 01:50:00,115.56143,40.431425,421.0,61.0,17.0,1.0
CHH7336,B738,4553.0,202508021630,202508021855,202508021630,202508021847,ZGHA,202508021636.0,2025-08-02 18:14:00,115.819167,38.676111,509.0,60.0,22.0,3.0
CHH7338,B738,4011.0,202508021830,202508022055,202508021830,202508022030,ZLXY,202508021846.0,2025-08-02 19:48:00,115.853343,38.708065,542.55,60.0,27.0,3.0
CHH7348,B738,1500.0,202508021800,202508022050,202508021800,202508022037,ZUTF,202508021820.0,2025-08-02 20:13:00,115.802222,38.662778,479.0,60.0,24.0,3.0
CHH7368,B738,5366.0,202508020725,202508021000,202508020725,202508020944,ZUCK,202508020732.0,2025-08-02 09:23:00,115.813403,38.664819,509.0,60.0,21.0,3.0
CHH7378,B738,1363.0,202508020725,202508020945,202508020725,202508020929,ZSHC,202508020742.0,2025-08-02 09:19:00,117.980556,38.608056,539.0,60.0,29.0,4.0
CHH7381,B738,4276.0,202508021900,202508022245,202508021900,202508022240,ZJHK,202508021912.0,2025-08-02 22:08:00,115.808889,38.663056,509.0,60.0,79.0,0.0
CHH7436,B738,4553.0,202508022030,202508022300,202508022220,202508030036,ZGHA,202508022233.0,2025-08-03 00:17:00,115.874426,38.727306,509.0,60.0,21.0,3.0
CHH7448,A333,1536.0,202508021930,202508022220,202508021930,202508022159,ZUTF,202508022000.0,2025-08-02 21:52:00,115.684326,38.758078,526.21,61.0,80.0,0.0
CHH7478,B738,3651.0,202508020825,202508021040,202508020825,202508021022,ZSHC,202508020846.0,2025-08-02 10:14:00,116.428834,38.671466,539.0,61.0,33.0,0.0
CHH7481,B738,4512.0,202508021100,202508021450,202508021100,202508021436,ZJHK,202508021107.0,2025-08-02 14:07:00,115.88637,38.738713,539.0,60.0,23.0,3.0
CHH7492,B738,152.0,202508022045,202508030005,202508022320,202508030154,ZSAM,202508022342.0,2025-08-03 01:50:00,116.452946,38.666762,539.0,61.0,38.0,0.0
CHH752,A333,,202508021900,202508030510,202508021900,202508030457,EIDW,202508021913.0,2025-08-03 04:57:00,116.479778,40.387111,361.93,60.0,15.0,2.0
CHH754,A333,,202508021915,202508030520,202508021915,202508030455,EGCC,202508021937.0,2025-08-03 05:02:00,116.453667,40.404681,383.45,60.0,15.0,2.0
CHH7548,B738,1513.0,202508022030,202508022320,202508022200,202508030036,ZUTF,202508022204.0,2025-08-02 23:57:00,115.841111,38.696944,539.0,60.0,23.0,3.0
CHH7568,B738,5351.0,202508021515,202508021740,202508021650,202508021911,ZUCK,202508021747.0,2025-08-02 19:37:00,115.846111,38.701111,539.0,56.0,25.0,3.0
CHH7578,B738,1360.0,202508021035,202508021255,202508021035,202508021239,ZSHC,202508021129.0,2025-08-02 13:12:00,117.947204,38.620037,539.0,60.0,29.0,4.0
CHH7580,B789,4542.0,202508021850,202508022300,202508021850,202508022223,ZJSY,202508021910.0,2025-08-02 22:11:00,115.812113,38.660128,539.0,61.0,66.0,0.0
CHH7581,B38M,4276.0,202508022100,202508030040,202508022220,202508030157,ZJHK,202508022251.0,2025-08-03 01:52:00,115.835574,38.707722,510.07,60.0,34.0,0.0
CHH7604,A333,6365.0,202508021115,202508021330,202508021115,202508021302,ZSSS,202508021145.0,2025-08-02 13:15:00,116.387851,38.682937,539.0,61.0,20.0,3.0
CHH7606,B789,5675.0,202508021210,202508021420,202508021210,202508021353,ZSSS,202508021237.0,2025-08-02 14:07:00,116.386125,38.675833,538.95,61.0,20.0,3.0
CHH7608,B789,6314.0,202508021900,202508022115,202508021900,202508022044,ZSSS,202508021915.0,2025-08-02 20:37:00,116.399722,38.723889,539.0,60.0,19.0,3.0
CHH7612,B789,5053.0,202508022015,202508022230,202508022200,202508022344,ZSSS,202508022235.0,2025-08-02 23:54:00,116.401093,38.728939,539.0,61.0,20.0,3.0
CHH7614,B738,5064.0,202508021115,202508021345,202508021115,202508021315,ZSPD,202508021150.0,2025-08-02 13:20:00,116.403665,38.73713,530.18,57.0,18.0,3.0
CHH7658,B738,4245.0,202508021040,202508021255,202508021040,202508021243,ZGYY,202508021035.0,2025-08-02 12:02:00,115.826444,38.679444,539.0,61.0,21.0,3.0
CHH7674,B738,5303.0,202508022135,202508030015,202508022135,202508022331,ZBMZ,202508022142.0,2025-08-02 23:16:00,115.533543,40.420355,420.03,61.0,30.0,1.0
CHH7678,A333,3643.0,202508022130,202508022340,202508022315,202508030110,ZSHC,202508022323.0,2025-08-03 00:50:00,116.459522,38.686735,509.0,61.0,31.0,0.0
CHH770,A333,,202508021930,202508030430,202508021930,202508030355,ENGM,202508021956.0,2025-08-03 04:12:00,116.346466,40.424572,370.03,61.0,19.0,2.0
CHH7702,B788,4224.0,202508020710,202508021010,202508020710,202508020951,ZGSZ,202508020740.0,2025-08-02 09:55:00,115.835132,38.689617,539.0,61.0,20.0,3.0
CHH7704,B788,4217.0,202508020900,202508021215,202508020900,202508021141,ZGSZ,202508020959.0,2025-08-02 12:14:00,115.887964,38.739809,508.03,61.0,21.0,3.0
CHH7706,B788,3161.0,202508021310,202508021615,202508021310,202508021551,ZGSZ,202508021320.0,2025-08-02 15:42:00,115.838579,38.69143,508.07,61.0,23.0,3.0
CHH7708,B788,3143.0,202508021615,202508021915,202508021615,202508021856,ZGSZ,202508021632.0,2025-08-02 18:49:00,115.848056,38.703333,539.0,60.0,21.0,3.0
CHH7710,B788,3155.0,202508021755,202508022100,202508021755,202508022036,ZGSZ,202508021805.0,2025-08-02 20:19:00,115.844574,38.698556,539.0,60.0,23.0,3.0
CHH7712,B788,621.0,202508022155,202508030100,202508022155,202508030036,ZGSZ,202508022258.0,2025-08-03 01:15:00,115.807944,38.661574,509.0,60.0,25.0,3.0
CHH7714,B789,4230.0,202508021910,202508022230,202508021910,202508022150,ZGSZ,202508021939.0,2025-08-02 21:54:00,115.795898,38.687593,509.0,60.0,66.0,3.0
CHH7778,B738,4515.0,202508021900,202508022255,202508021900,202508022249,ZJQH,202508021907.0,2025-08-02 22:14:00,115.856812,38.715455,509.0,61.0,71.0,0.0
CHH7802,A332,4211.0,202508020750,202508021055,202508020750,202508021035,ZGGG,202508020818.0,2025-08-02 10:31:00,115.860765,38.714868,539.0,61.0,22.0,3.0
CHH7804,B789,3131.0,202508020915,202508021220,202508020915,202508021150,ZGGG,202508020920.0,2025-08-02 11:26:00,115.897069,38.748222,508.98,60.0,20.0,3.0
CHH7806,B789,4534.0,202508021015,202508021315,202508021015,202508021251,ZGGG,202508021021.0,2025-08-02 12:27:00,115.838333,38.691833,509.0,60.0,22.0,3.0
CHH7808,A333,4205.0,202508021315,202508021555,202508021315,202508021557,ZGGG,202508021548.0,2025-08-02 18:01:00,115.880636,38.733235,539.0,62.0,20.0,3.0
CHH7810,B738,3124.0,202508021515,202508021815,202508021615,202508021904,ZGGG,202508021627.0,2025-08-02 18:40:00,115.878056,38.709333,539.0,60.0,20.0,3.0
CHH7812,A332,4534.0,202508021815,202508022130,202508021815,202508022101,ZGGG,202508021833.0,2025-08-02 20:44:00,115.854278,38.707593,509.0,60.0,22.0,3.0
CHH7814,B789,4530.0,202508021915,202508022225,202508022145,202508030022,ZGGG,202508022158.0,2025-08-03 00:03:00,115.834537,38.687019,539.0,60.0,21.0,3.0
CHH7816,B738,3105.0,202508022240,202508030150,202508022330,202508030223,ZGGG,202508030003.0,2025-08-03 02:20:00,115.876759,38.729389,539.0,60.0,34.0,0.0
CHH7890,B738,7050.0,202508021215,202508021455,202508021215,202508021439,ZLZY,202508021222.0,2025-08-02 14:28:00,116.412222,40.423638,360.0,61.0,21.0,2.0
CHH7920,B738,,202508020200,202508020550,202508020200,202508020512,RJTT,202508020211.0,2025-08-02 04:53:00,117.918829,38.62981,539.0,60.0,25.0,4.0
CHH7926,B789,,202508022120,202508030955,202508022120,202508030932,MMTJ,202508022119.0,2025-08-03 09:22:00,116.963474,40.672714,351.44,61.0,20.0,2.0
CHH7930,B38M,6152.0,202508022240,202508030435,202508022240,202508030408,VTSP,202508022253.0,2025-08-03 03:53:00,115.859639,38.712667,509.0,60.0,20.0,3.0
CHH7968,B738,3347.0,202508022305,202508030205,202508022305,202508030123,UIII,202508022314.0,2025-08-03 01:13:00,116.373963,40.424222,310.13,60.0,18.0,2.0
CHH7970,A333,,202508021700,202508030300,202508021700,202508030218,LYBE,202508021707.0,2025-08-03 02:04:00,116.320556,40.423056,222.0,60.0,9.0,2.0
CHH7986,A333,,202508020105,202508020855,202508020105,202508020812,UUEE,202508020126.0,2025-08-02 08:05:00,115.595114,40.431731,451.0,56.0,23.0,1.0
CHH7996,B38M,741.0,202508020140,202508020640,202508020140,202508020615,VTBS,202508020147.0,2025-08-02 05:52:00,115.867083,38.719806,539.0,60.0,19.0,3.0
CLX7216,B748,,202508021410,202508030100,202508021745,202508030330,ELLX,202508021842.0,2025-08-03 04:14:00,116.330685,40.424787,421.0,60.0,19.0,2.0
CNM1124,B738,1622.0,202508022120,202508022240,202508022310,202508030019,ZBTL,202508022258.0,2025-08-02 23:51:00,116.875833,40.737778,390.0,60.0,21.0,2.0
CNM1136,B738,5341.0,202508020950,202508021150,202508020950,202508021119,ZBUL,202508021004.0,2025-08-02 11:16:00,116.969741,40.678306,380.33,60.0,23.0,2.0
CNM1148,B738,2361.0,202508021055,202508021240,202508021055,202508021213,ZBYZ,202508021056.0,2025-08-02 11:59:00,116.402778,40.423889,360.0,60.0,21.0,2.0
CNM1210,B738,4011.0,202508021330,202508021550,202508021330,202508021520,ZLXY,202508021341.0,2025-08-02 15:01:00,115.489781,39.973012,360.0,57.0,20.0,1.0
CNM1220,B738,7042.0,202508021425,202508021625,202508021425,202508021551,ZLIC,202508021454.0,2025-08-02 16:08:00,116.452481,40.423111,359.97,60.0,20.0,2.0
CNM1230,B738,4015.0,202508021930,202508022155,202508021930,202508022122,ZLXY,202508021946.0,2025-08-02 20:50:00,115.800815,38.661796,509.0,60.0,22.0,3.0
CNM1236,B738,4026.0,202508022030,202508022255,202508022250,202508030041,ZLXY,202508022301.0,2025-08-03 00:31:00,115.558315,40.385333,404.28,60.0,25.0,1.0
CNM1290,B738,4033.0,202508021230,202508021450,202508021230,202508021420,ZLXY,202508021234.0,2025-08-02 14:12:00,115.86613,38.719907,539.0,60.0,22.0,3.0
CNM1324,B738,3144.0,202508022145,202508030100,202508022145,202508030031,ZGSD,202508022150.0,2025-08-03 00:23:00,115.826292,38.680667,539.0,60.0,23.0,3.0
CNM1546,B738,7207.0,202508021035,202508021155,202508021035,202508021130,ZSYT,202508021035.0,2025-08-02 11:07:00,117.974056,38.610417,509.0,60.0,31.0,4.0
CNM1578,B738,5131.0,202508022155,202508030015,202508022155,202508022355,ZSCN,202508022304.0,2025-08-03 00:41:00,116.377404,38.647377,508.0,61.0,22.0,3.0
CNM1588,B738,116.0,202508020905,202508021035,202508020905,202508021009,ZSWH,202508020940.0,2025-08-02 10:18:00,117.914167,38.631389,509.0,60.0,33.0,4.0
CNM1628,B738,2517.0,202508021305,202508021500,202508021545,202508021725,ZYCC,202508021552.0,2025-08-02 17:06:00,117.020028,40.71863,360.03,60.0,21.0,2.0
CNM1658,B738,5334.0,202508021550,202508021800,202508021550,202508021702,ZYTX,202508021553.0,2025-08-02 16:44:00,116.971667,40.679167,388.0,60.0,20.0,2.0
CNM1660,B738,5302.0,202508020950,202508021150,202508020950,202508021132,ZYQQ,202508020957.0,2025-08-02 11:22:00,116.986574,40.692574,347.43,60.0,25.0,2.0
CNM1872,B738,163.0,202508021845,202508022200,202508022040,202508022312,ZSAM,202508022049.0,2025-08-02 22:58:00,116.490305,38.701321,539.0,61.0,35.0,0.0
CNM1922,B738,3425.0,202508022000,202508022240,202508022110,202508022324,ZGHY,202508022142.0,2025-08-02 23:35:00,115.876325,38.729331,507.03,61.0,21.0,3.0
CNM1926,B738,3171.0,202508021810,202508022155,202508022010,202508022324,ZGZJ,202508022017.0,2025-08-02 23:12:00,115.874681,38.728269,508.98,60.0,29.0,3.0
CPA312,A333,3316.0,202508021700,202508022025,202508021800,202508022051,VHHH,202508021946.0,2025-08-02 22:06:00,115.810852,38.65987,540.47,60.0,24.0,3.0
CPA332,A21N,3313.0,202508021200,202508021525,202508021200,202508021447,VHHH,202508021325.0,2025-08-02 15:45:00,115.860454,38.713065,539.0,60.0,23.0,3.0
CPA334,B77W,5735.0,202508020725,202508021050,202508020725,202508021005,VHHH,202508020757.0,2025-08-02 10:13:00,115.820879,38.676475,509.0,61.0,24.0,3.0
